Athlete	CountryName	CountryCode	Gender	Sport	Medals	Appearances
guy butler, edward toms, george renwick, richard ripley, cecil griffiths, robert lindsay, john ainsworth-davis, guy butler	Great Britain	GBR	Male	Athletics	1	1
guy drut	France	FRA	Male	Athletics	2	2
gwendoline porter, eileen hiscock, nellie halstead, violet webb	Great Britain	GBR	Female	Athletics	1	1
gwen torrence	United States of America	USA	Female	Athletics	2	2
gwen torrence, carlette guidry, esther jones, evelyn ashford	United States of America	USA	Female	Athletics	1	1
gyorgy kozmann, gy?rgy kolonics	Hungary	HUN	Male	Canoeing	1	1
gy?rgy kolonics	Hungary	HUN	Male	Canoeing	1	1
gy?rgy mitr?	Hungary	HUN	Male	Swimming	1	1
gy?rgy mitr?, imre ny?ki, g?za k?das, elem?r szathm?ry	Hungary	HUN	Male	Swimming	1	1
gy?rgy m?sz?ros, andr?s szente	Hungary	HUN	Male	Canoeing	1	1
gy?rgy sarl?s, antal melis, zolt?n melis, j?zsef csermely	Hungary	HUN	Male	Rowing	1	1
gy?rgy tumpek	Hungary	HUN	Male	Swimming	1	1
gy?rgy zala	Hungary	HUN	Male	Canoeing	2	2
gyula kellner	Hungary	HUN	Male	Athletics	1	1
gyula petrikovics, tam?s wichmann	Hungary	HUN	Male	Canoeing	1	1
g?za csap?	Hungary	HUN	Male	Canoeing	2	2
g?za k?das	Hungary	HUN	Male	Swimming	1	1
habiba ghribi	Tunisia	TUN	Female	Athletics	1	1
hadi souan somayli	Saudi Arabia	KSA	Male	Athletics	1	1
haile gebrselassie	Ethiopia	ETH	Male	Athletics	2	2
haley anderson	United States of America	USA	Female	Swimming	1	1
halimat ismaila, franca idoko, gloria kemasuode, oludamola osayomi, agnes osazuwa	Nigeria	NGR	Female	Athletics	1	1
halina g?recka-richter, teresa ciepla, barbara janiszewska, celina jesionowska	Poland	POL	Female	Athletics	1	1
hannelore anke	German Democratic Republic	GDR	Female	Swimming	1	1
hannes kolehmainen	Finland	FIN	Male	Athletics	3	2
hanns braun	Germany	DEU	Male	Athletics	2	2
hanny termeulen	Netherlands	NED	Female	Swimming	1	1
hanny termeulen, koosje van voorn, marie-louise linssen-vaessen, irma heijting-schuhmacher	Netherlands	NED	Female	Swimming	1	1
hans berglund, lennart klingstr?m	Sweden	SWE	Male	Canoeing	1	1
hans dam	Denmark	DEN	Male	Swimming	1	1
hans fa?nacht, werner lampe, hans-g?nter vosseler, klaus steinbach	West Germany	FRG	Male	Swimming	1	1
hans-georg reimann	German Democratic Republic	GDR	Male	Athletics	2	2
hans grodotzki	Germany	GER	Male	Athletics	2	1
hans-joachim hannemann, heinz kaufmann, hans kuschke, herbert schmidt, werner loeckle, wilhelm mahlow, helmut radach, alfred rieck, gerd v?ls	Germany	GER	Male	Rowing	1	1
hans-joachim klein	Germany	GER	Male	Swimming	1	1
hans-joachim klein, horst l?ffler, frank wiegand	Germany	GER	Male	Swimming	1	1
hansj?rg kunze	German Democratic Republic	GDR	Male	Athletics	1	1
hans kalt, josef kalt	Switzerland	SUI	Male	Rowing	1	1
hans kalt, kurt schmid	Switzerland	SUI	Male	Rowing	1	1
hansle parchment	Jamaica	JAM	Male	Athletics	1	1
hans magnus grepperud, sverre l?ken	Norway	NOR	Male	Rowing	1	1
hans maier, karl aletter, walter flinsch, ernst gaber	Germany	GER	Male	Rowing	1	1
hanson, viinberg, guloien, wilkinson, mastracci, brzozowicz, marquardt, morin, thompson-willie	Canada	CAN	Female	Rowing	1	1
hans sennewald, thorsten streppelhoff, bahne rabe, frank richter, detlef kirchhoff, manfred klein, armin eichholz, roland baar, ansgar wessling	Germany	GER	Male	Rowing	1	1
hans walter, emile albrecht, alfred probst, eugen sigg-b?chthold	Switzerland	SUI	Male	Rowing	1	1
harald julin	Sweden	SWE	Male	Swimming	1	1
harald norpoth	Germany	GER	Male	Athletics	1	1
harald schmid	West Germany	FRG	Male	Athletics	1	1
harald schmid, lothar krieg, bernd herrmann, franz-peter hofmeister	West Germany	FRG	Male	Athletics	1	1
harold abrahams	Great Britain	GBR	Male	Athletics	1	1
harold barker, john fenning, philip filleul, gordon thomson, albertus wielsma, geoffrey taylor, hermanus h?fte, charles riddy, becher robert gale, bernardus croon, gordon balfour, johan burk	Netherlands	NED	Male	Rowing	1	1
harold barron	United States of America	USA	Male	Athletics	1	1
harold hardwick	Australasia	ANZ	Male	Swimming	2	1
harold west, arthur sulley, guy nickalls, gordon killick, harold lane, jack beresford, john badcock, donald gollan, james hamilton	Great Britain	GBR	Male	Rowing	1	1
harold whitlock	Great Britain	GBR	Male	Athletics	1	1
harold wilson	Great Britain	GBR	Male	Athletics	1	1
harrison dillard	United States of America	USA	Male	Athletics	2	2
harrison dillard, barney ewell, melvin patton, lorenzo wright	United States of America	USA	Male	Athletics	1	1
harrison dillard, lindy remigino, andy stanfield, dean smith	United States of America	USA	Male	Athletics	1	1
harry blackstaffe	Great Britain	GBR	Male	Rowing	1	1
harry davel, bevil rudd, clarence oldfield, jack oosterlaak	South Africa	SAF	Male	Athletics	1	1
harry edward	Great Britain	GBR	Male	Athletics	2	1
harry hebner	United States of America	USA	Male	Swimming	1	1
harry hebner, ken huszagh, perry mcgillivray, duke kahanamoku	United States of America	USA	Male	Swimming	1	1
harry hillman	United States of America	USA	Male	Athletics	3	2
harry jerome	Canada	CAN	Male	Athletics	1	1
harry larva	Finland	FIN	Male	Athletics	1	1
harry lott, frank schell, louis abell, michael gleason, john exley, james flanagan, frederick cresser, joseph dempsey, charles armstrong	United States of America	USA	Male	Rowing	1	1
hartwig gauder	German Democratic Republic	GDR	Male	Athletics	2	2
harvey glance, millard hampton, john jones, steven riddick	United States of America	USA	Male	Athletics	1	1
hasely crawford	Trinidad and Tobago	TRI	Male	Athletics	1	1
hasna benhassi	Morocco	MAR	Female	Athletics	2	2
hassiba boulmerka	Algeria	ALG	Female	Athletics	1	1
hayden stoeckel	Australia	AUS	Male	Swimming	1	1
hayes jones	United States of America	USA	Male	Athletics	2	2
hayley lewis	Australia	AUS	Female	Swimming	2	1
heather armitage, june foulds-paul, anne pashley, jean scrivens	Great Britain	GBR	Female	Athletics	1	1
heather hunte, sonia lannaman, beverley goddard-callender, kathryn smallwood-cook	Great Britain	GBR	Female	Athletics	1	1
heather stanning, helen glover	Great Britain	GBR	Female	Rowing	1	1
hec hogan	Australia	AUS	Male	Athletics	1	1
heidemarie reineck, silke pielen, gudrun beckmann, vreni eberle	West Germany	FRG	Female	Swimming	1	1
heidemarie reineck, uta frommater, angelika kraus, heike hustede	West Germany	FRG	Female	Swimming	1	1
heide rosendahl, annegret richter, christiane krause, ingrid mickler-becker	West Germany	FRG	Female	Athletics	1	1
heike d?hne	German Democratic Republic	GDR	Female	Swimming	1	1
heike drechsler	German Democratic Republic	GDR	Female	Athletics	2	1
heike friedrich	German Democratic Republic	GDR	Female	Swimming	2	1
heike schulte-mattler, ute thimm, heide-elke gaugel, gaby bu?mann	West Germany	FRG	Female	Athletics	1	1
heini thoma, rudolf bosshard	Switzerland	SUI	Male	Rowing	1	1
heinz b?ker, holger zander	Germany	GER	Male	Canoeing	1	1
heinz ulzheimer	Germany	GER	Male	Athletics	1	1
heinz ulzheimer, g?nther steines, hans geister, karl-friedrich haas	Germany	GER	Male	Athletics	1	1
helene madison	United States of America	USA	Female	Swimming	2	1
helen gordon	Great Britain	GBR	Female	Swimming	1	1
helen johns, eleanor garatti-saville, helene madison, josephine mckim	United States of America	USA	Female	Swimming	1	1
helen stephens	United States of America	USA	Female	Athletics	1	1
helen stephens, annette rogers, elizabeth robinson, harriet bland	United States of America	USA	Female	Athletics	1	1
helen varcoe, edna hughes, joyce cooper, elizabeth davies	Great Britain	GBR	Female	Swimming	1	1
helen wainwright	United States of America	USA	Female	Swimming	1	1
helga klein, ursula knab, marie sander, marga petersen	Germany	GER	Female	Athletics	1	1
helga lindner	German Democratic Republic	GDR	Female	Swimming	1	1
helge halkj?r, aksel hansen, ib storm larsen, helge schr?der	Denmark	DEN	Male	Rowing	1	1
helmut c?mmerer	Germany	GER	Male	Canoeing	1	1
helmuth k?rnig	Germany	GER	Male	Athletics	1	1
henk-jan zwolle, nico rienks	Netherlands	NED	Male	Rowing	1	1
henning jakobsen	Denmark	DEN	Male	Canoeing	2	1
henri barrelet	France	FRA	Male	Rowing	1	1
henri deloge	France	FRA	Male	Athletics	1	1
henri eberhardt	France	FRA	Male	Canoeing	1	1
henri jan wienese	Netherlands	NED	Male	Rowing	1	1
henrik nilsson, markus oscarsson	Sweden	SWE	Male	Canoeing	2	2
henri tauzin	France	FRA	Male	Athletics	1	1
henry carr	United States of America	USA	Male	Athletics	1	1
henry eriksson	Sweden	SWE	Male	Athletics	1	1
henry jonsson	Sweden	SWE	Male	Athletics	1	1
henry stallard	Great Britain	GBR	Male	Athletics	1	1
henry taylor	Great Britain	GBR	Male	Swimming	4	2
henry taylor, edward peter, harold annison, leslie savage	Great Britain	GBR	Male	Swimming	1	1
herb elliott	Australia	AUS	Male	Athletics	1	1
herbert haresnape	Great Britain	GBR	Male	Swimming	1	1
herbert jamison	United States of America	USA	Male	Athletics	1	1
herbert klein	Germany	GER	Male	Swimming	1	1
herbert schade	Germany	GER	Male	Athletics	1	1
herb mckenley	Jamaica	JAM	Male	Athletics	3	2
herman frazier	United States of America	USA	Male	Athletics	1	1
herman groman	United States of America	USA	Male	Athletics	1	1
hermann betschart, hans homberger, alex homberger, karl schmid	Switzerland	SUI	Male	Rowing	1	1
hermann engelhard	Germany	GER	Male	Athletics	1	1
hermann engelhard, otto neumann, richard krebs, harry storz	Germany	GER	Male	Athletics	1	1
hermine stindt, louise otto, grete rosenberg, vally dressel	Germany	DEU	Female	Swimming	1	1
herminio men?ndez, luis miguez	Spain	ESP	Male	Canoeing	1	1
hezekiah nyamau, daniel rudisha, charles asati, naftali bon	Kenya	KEN	Male	Athletics	1	1
hezekiel sepeng	South Africa	RSA	Male	Athletics	1	1
hicham el guerrouj	Morocco	MAR	Male	Athletics	3	2
hideko maehata	Japan	JPN	Female	Swimming	2	2
hilda strike	Canada	CAN	Female	Athletics	1	1
hilda strike, mary frizzel, mildred frizzel, lillian palmer	Canada	CAN	Female	Athletics	1	1
hildegard falck	West Germany	FRG	Female	Athletics	1	1
hilde lauer	Romania	ROM	Female	Canoeing	1	1
hilde schrader	Germany	GER	Female	Swimming	1	1
hiroshi suzuki	Japan	JPN	Male	Swimming	1	1
hisayoshi sato, junichi miyashita, kosuke kitajima, takuro fujii	Japan	JPN	Male	Swimming	1	1
h?kan malmroth	Sweden	SWE	Male	Swimming	1	1
hong qian	China	CHN	Female	Swimming	2	2
horace ashenfelter	United States of America	USA	Male	Athletics	1	1
horacio podest?, julio curatella	Argentina	ARG	Male	Rowing	1	1
horatio fitch	United States of America	USA	Male	Athletics	1	1
horst-g?nter gregor, eugen henninger, hans-joachim klein, ernst-joachim k?ppers	Germany	GER	Male	Swimming	1	1
howard valentine	United States of America	USA	Male	Athletics	1	1
huali lu, xiaoli gu	China	CHN	Female	Rowing	1	1
hugh edwards, jack beresford, john badcock, roland george	Great Britain	GBR	Male	Rowing	1	1
hugh fisher, alwyn morris	Canada	CAN	Male	Canoeing	1	1
hugo kusick	Estonia	EST	Male	Rowing	1	1
hugo strau?, willi eichhorn	Germany	GER	Male	Rowing	1	1
hugues duboscq	France	FRA	Male	Swimming	3	2
huina xing	China	CHN	Female	Athletics	1	1
ian crocker	United States of America	USA	Male	Swimming	1	1
ian crocker, brendan hansen, mark gangloff, jason lezak, lenny krayzelburg, aaron peirsol, michael phelps, neil walker	United States of America	USA	Male	Swimming	1	1
ian ferguson	New Zealand	NZL	Male	Canoeing	1	1
ian ferguson, grant bramwell, paul macdonald, alan thompson	New Zealand	NZL	Male	Canoeing	1	1
ian ferguson, paul macdonald	New Zealand	NZL	Male	Canoeing	2	2
ian o'brien	Australia	AUS	Male	Swimming	1	1
ian o'brien, david dickson, kevin berry, peter reynolds	Australia	AUS	Male	Swimming	1	1
ian stewart	Great Britain	GBR	Male	Athletics	1	1
ian thorpe	Australia	AUS	Male	Swimming	5	2
ian thorpe, todd pearson, daniel kowalski, michael klim, william kirby, grant hackett	Australia	AUS	Male	Swimming	1	1
ian wynne	Great Britain	GBR	Male	Canoeing	1	1
ib ivan larsen, peter christiansen	Denmark	DEN	Male	Rowing	1	1
ibrahim rojas, ledys frank balceiro	Cuba	CUB	Male	Canoeing	1	1
igor buldakov, viktor ivanov	Soviet Union	URS	Male	Rowing	1	1
igor francetic, tihomir frankovic, igor boraska, kresimir culjak, branimir vujevic, niksa skelin, sinisa skelin, tomislav smoljanovic, silvijo petrisko	Croatia	CRO	Male	Rowing	1	1
igor pisarev	Soviet Union	URS	Male	Canoeing	1	1
igor polyansky	Soviet Union	URS	Male	Swimming	2	1
igor yemchuk, georgy zhilin	Soviet Union	URS	Male	Rowing	1	1
ileana silai	Romania	ROM	Female	Athletics	1	1
ilmari salminen	Finland	FIN	Male	Athletics	1	1
ilse kaschube, petra grabowski	German Democratic Republic	GDR	Female	Canoeing	1	1
ilya markov	Russia	RUS	Male	Athletics	1	1
imre farkas, andr?s istv?n t?r?	Hungary	HUN	Male	Canoeing	1	1
imre pulai	Hungary	HUN	Male	Canoeing	1	1
imre sz?ll?si	Hungary	HUN	Male	Canoeing	1	1
imre sz?ll?si, csaba giczi, istv?n csizmadia, istv?n tim?r	Hungary	HUN	Male	Canoeing	1	1
ina beyermann	West Germany	FRG	Female	Swimming	1	1
ina beyermann, ute hasse, karin seick, svenja schlicht	West Germany	FRG	Female	Swimming	1	1
ina kleber	German Democratic Republic	GDR	Female	Swimming	1	1
ines diers	German Democratic Republic	GDR	Female	Swimming	4	1
ines diers, sarina h?lsenbeck, barbara krause, caren metschuck	German Democratic Republic	GDR	Female	Swimming	1	1
ines gei?ler	German Democratic Republic	GDR	Female	Swimming	1	1
inga gentzel	Sweden	SWE	Female	Athletics	1	1
inge de bruijn	Netherlands	NED	Female	Swimming	6	2
inge dekker, femke heemskerk, ranomi kromowidjojo, manon van rooijen, marleen veldhuis, hinkelien schreuder	Netherlands	NED	Female	Swimming	1	1
inge dekker, marleen veldhuis, femke heemskerk, ranomi kromowidjojo	Netherlands	NED	Female	Swimming	1	1
inge helten	West Germany	FRG	Female	Athletics	1	1
inge helten, annegret kroninger, annegret richter, elvira po?ekel	West Germany	FRG	Female	Athletics	1	1
inge s?rensen	Denmark	DEN	Female	Swimming	1	1
ingo spelly, olaf heukrodt	German Democratic Republic	GDR	Male	Canoeing	1	1
ingo spelly, ulrich papke	Germany	GER	Male	Canoeing	1	1
ingrid lange-auerswald	German Democratic Republic	GDR	Female	Athletics	1	1
ingrid lange-auerswald, marlies g?hr-oelsner, romy m?ller, b?rbel w?ckel-eckert	German Democratic Republic	GDR	Female	Athletics	1	1
ingrid lempereur	Belgium	BEL	Female	Swimming	1	1
ingrid schmidt, b?rbel fuhrmann, ursula brunner, ursula k?per	Germany	GER	Female	Swimming	1	1
ingvar pettersson	Sweden	SWE	Male	Athletics	1	1
inna frolova, antonina dumcheva, irina kalimbet, svetlana mazy	Soviet Union	URS	Female	Rowing	1	1
inna frolova, olena ronzhina, diana miftakhutdinova, svetlana mazy	Ukraine	UKR	Female	Rowing	1	1
inna osypenko	Ukraine	UKR	Female	Canoeing	3	2
innocent egbunike, rotimi peters, moses ugbusie, sunday uti	Nigeria	NGR	Male	Athletics	1	1
ion birladeanu	Romania	ROM	Male	Canoeing	1	1
ionela tirlea-manolache	Romania	ROM	Female	Athletics	1	1
ira davenport	United States of America	USA	Male	Athletics	1	1
irena szewinska	Poland	POL	Female	Athletics	5	4
irene eijs, eeke van nes	Netherlands	NED	Female	Rowing	1	1
irene guest	United States of America	USA	Female	Swimming	1	1
irina nazarova, tatyana prorochenko, tatyana goyshchik, nina zyuskova	Soviet Union	URS	Female	Athletics	1	1
irina privalova	Russia	RUS	Female	Athletics	1	2
irina privalova	Soviet Union	URS	Female	Athletics	1	2
irnya lishchynska	Ukraine	UKR	Female	Athletics	1	1
isabella ochichi	Kenya	KEN	Female	Athletics	1	1
ismail ahmedismail	Sudan	SUD	Male	Athletics	1	1
istv?n b?r?ny	Hungary	HUN	Male	Swimming	1	1
istv?n b?r?ny, l?szl? szabados, andr?s sz?kely, andr?s wani?	Hungary	HUN	Male	Swimming	1	1
istv?n hernek	Hungary	HUN	Male	Canoeing	1	1
istv?n jo?s, istv?n szab?	Hungary	HUN	Male	Canoeing	1	1
istv?n r?zsav?lgyi	Hungary	HUN	Male	Athletics	1	1
iuliia efimova	Russia	RUS	Female	Swimming	1	1
ivan belyaev	Soviet Union	URS	Male	Athletics	1	1
ivan burchin, fedya damyanov	Bulgaria	BUL	Male	Canoeing	1	1
ivan garcia, jose angel cesar, luis alberto perez, freddy mayola	Cuba	CUB	Male	Athletics	1	1
ivano brugnetti	Italy	ITA	Male	Athletics	1	1
ivan patzaichin	Romania	ROM	Male	Canoeing	1	1
ivan patzaichin, petre capusta	Romania	ROM	Male	Canoeing	1	1
ivan patzaichin, serghei covaliov	Romania	ROM	Male	Canoeing	1	1
ivan patzaichin, toma simionov	Romania	ROM	Male	Canoeing	3	2
ivan riley	United States of America	USA	Male	Athletics	1	1
ivan shtyl	Russia	RUS	Male	Canoeing	1	1
ivans klementjevs	Latvia	LAT	Male	Canoeing	2	3
ivans klementjevs	Soviet Union	URS	Male	Canoeing	1	3
ivar stukolkin	Soviet Union	URS	Male	Swimming	1	1
ivar stukolkin, vladimir salnikov, andrey krylov, sergey koplyakov	Soviet Union	URS	Male	Swimming	1	1
ivo van damme	Belgium	BEL	Male	Athletics	2	1
ivo yanakiev	Bulgaria	BUL	Male	Rowing	1	1
izabella dylewska	Poland	POL	Female	Canoeing	2	2
iztok cop, denis zvegelj	Slovenia	SLO	Male	Rowing	1	1
iztok cop, luka spik	Slovenia	SLO	Male	Rowing	3	3
jaap kraaier	Netherlands	NED	Male	Canoeing	1	1
jack babashoff	United States of America	USA	Male	Swimming	1	1
jack beresford	Great Britain	GBR	Male	Rowing	2	2
jack beresford, dick southwood	Great Britain	GBR	Male	Rowing	1	1
jack davis	United States of America	USA	Male	Athletics	2	2
jack dearlove, chris barton, ernest bircher, maurice lapage, guy richardson, charles lloyd, paul massey, alfred mellows, david meyrick	Great Britain	GBR	Male	Rowing	1	1
jack guest, joseph wright	Canada	CAN	Male	Rowing	1	1
jack hand, john donnelly, frank fiddes, frederick hedges, jack murdock, athol meech, cyril norris, william ross, herbert richardson	Canada	CAN	Male	Rowing	1	1
jack horsley	United States of America	USA	Male	Swimming	1	1
jack jarvis	Great Britain	GBR	Male	Swimming	2	1
jack kelly	United States of America	USA	Male	Rowing	1	1
jack kelly, paul costello	United States of America	USA	Male	Rowing	2	2
jack london	Great Britain	GBR	Male	Athletics	1	1
jack lovelock	New Zealand	NZL	Male	Athletics	1	1
jack medica	United States of America	USA	Male	Swimming	2	1
jack pierce	United States of America	USA	Male	Athletics	1	1
jackson scholz	United States of America	USA	Male	Athletics	2	1
jack taylor	United States of America	USA	Male	Swimming	1	1
jacob clear, david smith, tate smith, murray stewart	Australia	AUS	Male	Canoeing	1	1
jacob jensen, ejvind hansen	Denmark	DEN	Male	Canoeing	1	1
jake wetzel, barney williams, cameron baerg, thomas herschmiller	Canada	CAN	Male	Rowing	1	1
james ball	Canada	CAN	Male	Athletics	1	1
james cristy	United States of America	USA	Male	Swimming	1	1
james gathers	United States of America	USA	Male	Athletics	1	1
james godday, musa audu, saul weigopwa, enefiok udo-obong	Nigeria	NGR	Male	Athletics	1	1
james juvenal	United States of America	USA	Male	Rowing	1	1
james lightbody	United States of America	USA	Male	Athletics	5	2
james luvalle	United States of America	USA	Male	Athletics	1	1
james magnussen	Australia	AUS	Male	Swimming	1	1
james mcintosh, arthur mckinlay, john mckinlay, john welchli	United States of America	USA	Male	Rowing	1	1
